taxon_id,scientific_name,common_name,kingdom,phylum,class,order,family,genus,taxon_group,threatened_species_body,conservation_status,listed_names,conservation_status_cleaned
86969,Platygyra ryukyuensis,Lesser Valley Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Platygyra,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
83981,Platygyra verweyi,Lesser Valley Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86783,Platygyra yaeyamaensis,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
92195,Plectrotarsus gravenhorstii,a caddisfly,Animalia,Arthropoda,Insecta,Trichoptera,Plectrotarsidae,Plectrotarsus,insects,vic_ffg_act_advisory_lists,Endangered,Plectrotarsus gravenhorstii,Endangered
78544,Plerogyra discus,Bubble coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphylliidae,Plerogyra,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
88857,Plerogyra simplex,Rounded Bubblegum Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphylliidae,Plerogyra,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
82140,Plerogyra sinuosa,Rounded Bubblegum Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphylliidae,Plerogyra,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
66735,Plesiothele fentoni,Lake Fenton Trapdoor Spider,Animalia,Arthropoda,Arachnida,Araneae,Hexathelidae,Plesiothele,"spiders, scorpions, mites",tas_tsp_act,Endangered,Plesiothele fentoni,Endangered
88714,Pleuroxia italowiana,camaenid landsnail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Pleuroxia,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
86786,Pocillopora ankeli,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86788,Pocillopora elegans,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
93452,Pocillopora grandis,Antler Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
88859,Podabacia motuporensis,Bracket Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Podabacia,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
92440,Pollanisus hyacinthus,a forester moth,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Pollanisus,insects,iucn_red_list,Critically Endangered,NA,Critically Endangered
89473,Pommerhelix depressa,Jenolan Caves Woodland Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Pommerhelix,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
85268,Pommerhelix duralensis,Dural Land Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Pommerhelix,"snails, slugs",nsw_tsc_act_and_fm_act,Endangered,Pommerhelix duralensis,Endangered
86971,Porites annae,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86789,Porites aranetai,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86790,Porites attenuata,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86791,Porites cocosensis,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86792,Porites cumulatus,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
75754,Porites cylindrica,Hump Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
88860,Porites deformis,Hump Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
87044,Porites densa,Hump Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86793,Porites eridani,NA,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Endangered,NA,Endangered
86794,Porites horizontalata,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
75755,Porites lobata,Hump Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86976,Porites murrayensis,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86795,Porites napopora,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
88861,Porites negrosensis,Hump Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
82466,Porites nigrescens,"Hump Coral, Jewel Coral",Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
86796,Porites ornata,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Endangered,NA,Endangered
86797,Porites rugosa,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
92859,Porites silimaniana,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
88862,Porites somaliensis,Hump Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86978,Porites stephensoni,Hump Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
92866,Porites tuberculosus,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
88715,Posorites turneri,Border Ranges Treesnail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Posorites,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
86801,Posticobia norfolkensis,freshwater snail,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Hydrobiidae,Posticobia,"snails, slugs",iucn_red_list,Extinct,NA,Extinct
88716,Potamopyrgus oscitans,aquatic snail,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Hydrobiidae,Potamopyrgus,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
90781,Praxibulus uncinatus,Alpine Yellow-bellied Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Praxibulus,insects,iucn_red_list,Vulnerable,NA,Vulnerable
84153,Prionospio thalanji,a bristle worm,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,polychaetes,wa_wc_act,Critically Endangered,Prionospio thalanji,Critically Endangered
92260,Promethis sterrha,a beetle,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Promethis,insects,nsw_tsc_act_and_fm_act,Critically Endangered,Promethis sterrha,Critically Endangered
88596,Protolinitis pusilla,Tinaroo Red-striped Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Protolinitis,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
85386,Prototrachia sedula,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Prototrachia,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
86802,Psacadonotus insulanus,katydid,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Psacadonotus,insects,iucn_red_list,Endangered,NA,Endangered
86803,Psacadonotus seriatus,katydid,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Psacadonotus,insects,iucn_red_list,Vulnerable,NA,Vulnerable
87056,Psammocora contigua,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Psammocoridae,Psammocora,"anemones, corals",iucn_red_list,"Near Threatened, Near Threatened",NA,Near Threatened
87057,Psammocora digitata,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Thamnastriidae,Psammocora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
77766,Pseudalmenus chlorinda myrsilus,"Australian Hairstreak, Orange Tit, Silky Hairstreak, Tasmanian Hairstreak",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Pseudalmenus,insects,tas_tsp_act,Rare,Pseudalmenus chlorinda myrsilus,Rare
92214,Pseudocalliax tooradin,Ghost Shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Eucalliacidae,Pseudocalliax,"crabs, lobsters, shrimps, woodlice",vic_ffg_act_advisory_lists,Endangered,Pseudocalliax tooradin,Endangered
85279,Pseudocharopa ledgbirdi,Mount Lidgbird Charopid Land Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Charopidae,Pseudocharopa,"snails, slugs",nsw_tsc_act_and_fm_act,Critically Endangered,Pseudocharopa ledgbirdi,Critically Endangered
81249,Pseudocharopa whiteleggei,Whitelegge's Land Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Charopidae,Pseudocharopa,"snails, slugs",nsw_tsc_act_and_fm_act,Critically Endangered,Pseudocharopa whiteleggei,Critically Endangered
86868,Pseudococcus markharveyi,Banksia montana mealybug,Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,Pseudococcus,insects,wa_wc_act,Critically Endangered,Pseudococcus markharveyi,Critically Endangered
86868,Pseudococcus markharveyi,Banksia montana mealybug,Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,Pseudococcus,insects,iucn_red_list,Critically Endangered,NA,Critically Endangered
90277,Pseudocordulia circularis,Circle-tipped Mistfly,Animalia,Arthropoda,Insecta,Odonata,Pseudocorduliidae,Pseudocordulia,insects,iucn_red_list,Near Threatened,NA,Near Threatened
90278,Pseudocordulia elliptica,Ellipse-tipped Mistfly,Animalia,Arthropoda,Insecta,Odonata,Pseudocorduliidae,Pseudocordulia,insects,iucn_red_list,Near Threatened,NA,Near Threatened
88866,Pseudosiderastrea tayamai,False Pillow Coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Pseudosiderastrea,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
85572,Pseudotyrannochthonius  typhlus,Cave Pseudoscorpion (Mole Creek),Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Pseudotyrannochthoniidae,Pseudotyrannochthonius,"spiders, scorpions, mites",tas_tsp_act,Rare,Pseudotyrannochthonius  typhlus,Rare
88717,Pupilla ficulnea,Central Australian Pupasnail,Animalia,Mollusca,Gastropoda,Pulmonata,Pupillidae,Pupilla,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
88868,Pycneus morsitans,shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Pycneus,"crabs, lobsters, shrimps, woodlice",iucn_red_list,Near Threatened,NA,Near Threatened
86806,Quintalia flosculus,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,Quintalia,"snails, slugs",iucn_red_list,Extinct,NA,Extinct
81253,Quintalia stoddartii,Stoddart's Helicarionid Land Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,Quintalia,"snails, slugs",iucn_red_list,Extinct,NA,Extinct
84564,Ralpharia coccinea,stalked hydroid,Animalia,Cnidaria,Hydrozoa,Hydroida,Tubulariidae,Ralpharia,"milleporine corals, stinging corals, lace corals",vic_ffg_act_advisory_lists,Critically Endangered,Ralpharia coccinea,Critically Endangered
85573,Ramiheithrus kocinus,Caddis Fly (Corinna),Animalia,Arthropoda,Insecta,Trichoptera,Philorheithridae,Ramiheithrus,insects,tas_tsp_act,Rare,Ramiheithrus kocinus,Rare
85628,Ramiheithrus virgatus,caddisfly,Animalia,Arthropoda,Insecta,Trichoptera,Philorheithridae,Ramiheithrus,insects,vic_ffg_act_advisory_lists,Vulnerable,Ramiheithrus virgatus,Vulnerable
90048,Ramulus stilpnoides,Christmas Island Stick-insect,Animalia,Arthropoda,Insecta,Phasmatodea,Phasmatidae,Ramulus,insects,iucn_red_list,Vulnerable,NA,Vulnerable
92443,Requena kangaroo,a katydid,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Requena,insects,iucn_red_list,Endangered,NA,Endangered
86807,Rhagada gibbensis,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Rhagada,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
86808,Rhagada harti,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Rhagada,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
90279,Rhamphosipyloidea queenslandica,Queensland Winged Beak-abdomen Stick-insect,Animalia,Arthropoda,Insecta,Phasmatodea,Diapheromeridae,Rhamphosipyloidea,insects,iucn_red_list,Near Threatened,NA,Near Threatened
92227,Rhodope rousei,a marine gastropod worm,Animalia,Mollusca,Gastropoda,Heterobranchia,Rhodopidae,Rhodope,"snails, slugs",vic_ffg_act_advisory_lists,Critically Endangered,Rhodope rousei,Critically Endangered
86812,Rhynchochydorus australiensis,water flea,Animalia,Arthropoda,Crustacea,Anomopoda,Chydoridae,Rhynchochydorus,crustaceans,iucn_red_list,Vulnerable,NA,Vulnerable
66820,Rhytidid sp. (WAM# 2295-69),Stirling Range Rhytidid Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Rhytididae,Rhytidid,"snails, slugs",wa_wc_act,Critically Endangered,Undescribed Rhytidid species (WAM 2295-69),Critically Endangered
93597,Richardsitas subferoleum,a springtail,Animalia,Arthropoda,Collembola,Symphypleona,Sminthuridae,Richardsitas,springtails,iucn_red_list,Endangered,NA,Endangered
66811,Riekoperla darlingtoni,Mount Donna Buang Wingless Stonefly,Animalia,Arthropoda,Insecta,Plecoptera,Gripopterygidae,Riekoperla,insects,vic_ffg_act_advisory_lists,Critically Endangered,Riekoperla darlingtoni,Critically Endangered
66811,Riekoperla darlingtoni,Mount Donna Buang Wingless Stonefly,Animalia,Arthropoda,Insecta,Plecoptera,Gripopterygidae,Riekoperla,insects,iucn_red_list,Critically Endangered,NA,Critically Endangered
84561,Riekoperla intermedia,stonefly,Animalia,Arthropoda,Insecta,Plecoptera,Gripopterygidae,Riekoperla,insects,vic_ffg_act_advisory_lists,Vulnerable,Riekoperla intermedia,Vulnerable
84562,Riekoperla isosceles,stonefly,Animalia,Arthropoda,Insecta,Plecoptera,Gripopterygidae,Riekoperla,insects,vic_ffg_act_advisory_lists,Vulnerable,Riekoperla isosceles,Vulnerable
87506,Romankenkius pedderensis,NA,Animalia,Platyhelminthes,Turbellaria,Tricladida,Dugesiidae,Romankenkius,flatworms,iucn_red_list,Extinct,NA,Extinct
92234,Rowedota shepherdi,a sea cucumber,Animalia,Echinodermata,Holothuroidea,Apodida,Chiridotidae,Rowedota,sea cucumbers,vic_ffg_act_advisory_lists,Critically Endangered,Rowedota shepherdi,Critically Endangered
66770,Schayera baiulus,Schayer's Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Schayera,insects,tas_tsp_act,Endangered,Schayera baiulus,Endangered
66770,Schayera baiulus,Schayer's Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Schayera,insects,iucn_red_list,Critically Endangered,NA,Critically Endangered
85395,Semotrachia  jessieana,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Semotrachia,"snails, slugs",nt_tpwc_act,Vulnerable,Semotrachia  jessieana,Vulnerable
85387,Semotrachia caupona,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Semotrachia,"snails, slugs",nt_tpwc_act,Vulnerable,Semotrachia caupona,Vulnerable
85388,Semotrachia elleryi,Ellery Gorge Land Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Semotrachia,"snails, slugs",nt_tpwc_act,Vulnerable,Semotrachia elleryi,Vulnerable
85389,Semotrachia emilia,Emiles Land Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Semotrachia,"snails, slugs",nt_tpwc_act,Vulnerable,Semotrachia emilia,Vulnerable
85390,Semotrachia esau,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Semotrachia,"snails, slugs",nt_tpwc_act,Vulnerable,Semotrachia esau,Vulnerable
79219,Semotrachia euzyga,a land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Semotrachia,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
79219,Semotrachia euzyga,a land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Semotrachia,"snails, slugs",nt_tpwc_act,Endangered,Semotrachia euzyga,Endangered
85391,Semotrachia filixiana,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Semotrachia,"snails, slugs",nt_tpwc_act,Vulnerable,Semotrachia filixiana,Vulnerable
85392,Semotrachia huckittana,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Semotrachia,"snails, slugs",nt_tpwc_act,Vulnerable,Semotrachia huckittana,Vulnerable
85394,Semotrachia illarana,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Semotrachia,"snails, slugs",nt_tpwc_act,Vulnerable,Semotrachia illarana,Vulnerable
85397,Semotrachia jinkana,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Semotrachia,"snails, slugs",nt_tpwc_act,Vulnerable,Semotrachia jinkana,Vulnerable
85398,Semotrachia rossana,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Semotrachia,"snails, slugs",nt_tpwc_act,Vulnerable,Semotrachia rossana,Vulnerable
85399,Semotrachia runutjirbana,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Semotrachia,"snails, slugs",nt_tpwc_act,Vulnerable,Semotrachia runutjirbana,Vulnerable
85400,Semotrachia winneckeana,Winnecke Land Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Semotrachia,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
85400,Semotrachia winneckeana,Winnecke Land Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Semotrachia,"snails, slugs",nt_tpwc_act,Vulnerable,Semotrachia winneckeana,Vulnerable
69365,Sepia apama,"Giant Cuttlefish, Australian Cuttlefish",Animalia,Mollusca,Cephalopoda,Sepioidea,Sepiidae,Sepia,"squid, cuttlefish, octopus, nautilus",iucn_red_list,Near Threatened,NA,Near Threatened
86814,Seriatopora aculeata,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
81678,Seriatopora caliendrum,"Needle Coral, Bush Coral",Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86815,Seriatopora dendritica,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
88871,Seriatopora stellata,stony coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
89469,Setobaudinia spina,land snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Setobaudinia,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
88724,Setomedea nudicostata,Bulburin Pinwheel Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Charopidae,Setomedea,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
88718,Signepupina coxeni,Double-lipped Chrysalis-snail,Animalia,Mollusca,Gastropoda,Architaenioglossa,Pupinidae,Signepupina,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
88720,Signepupina pfeifferi,Lizard Island Chrysalis-snail,Animalia,Mollusca,Gastropoda,Architaenioglossa,Pupinidae,Signepupina,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
79113,Sinumelon bednalli,Bednall's Land Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Sinumelon,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
88028,Sipyloidea brevicerci,Short-cerci Winged Stick-insect,Animalia,Arthropoda,Insecta,Phasmatodea,Diapheromeridae,Sipyloidea,insects,iucn_red_list,Near Threatened,NA,Near Threatened
88029,Sipyloidea garradungensis,Garradunga Green-winged Stick-insect,Animalia,Arthropoda,Insecta,Phasmatodea,Diapheromeridae,Sipyloidea,insects,iucn_red_list,Near Threatened,NA,Near Threatened
90283,Sipyloidea rentzi,Rentz's Sipyloidea Stick-insect,Animalia,Arthropoda,Insecta,Phasmatodea,Diapheromeridae,Sipyloidea,insects,iucn_red_list,Near Threatened,NA,Near Threatened
85115,Smeagol hilaris,marine slug,Animalia,Mollusca,Gastropoda,Pulmonata,Smeagolidae,Smeagol,"snails, slugs",nsw_tsc_act_and_fm_act,Critically endangered,Smeagol hilaris,Critically Endangered
85575,Smilasterias tasmaniae,Bruny Island Seastar,Animalia,Echinodermata,Asteroidea,Forcipulata,Asteriidae,Smilasterias,"sea stars, cushion stars and relatives",tas_tsp_act,Endangered,Smilasterias tasmaniae,Endangered
85584,Spathula tryssa,flatworm,Animalia,Platyhelminthes,Turbellaria,Tricladida,Dugesiidae,Spathula,flatworms,vic_ffg_act_advisory_lists,Endangered,Spathula tryssa,Endangered
84156,Speleophria bunderae,a copepod,Animalia,Arthropoda,Crustacea,Misophrioida,Speleophriidae,Speleophria,crustaceans,wa_wc_act,Critically Endangered,Speleophria bunderae,Critically Endangered
66812,Speleostrophus nesiotes,Barrow Island Millipede,Animalia,Arthropoda,Diplopoda,Spirobolida,Trigoniulidae,Speleostrophus,millipedes,wa_wc_act,Vulnerable,Speleostrophus nesiotes,Vulnerable
88729,Sphaerospira rockhamptonensis,Rockhampton Banded Snail,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Sphaerospira,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
88032,Spinosipyloidea doddi,Dodd's Spiny Stick Insect,Animalia,Arthropoda,Insecta,Phasmatodea,Diapheromeridae,Spinosipyloidea,insects,iucn_red_list,Near Threatened,NA,Near Threatened
85576,Stenopsychodes lineata,Caddis Fly (Bluff Hill Creek),Animalia,Arthropoda,Insecta,Trichoptera,Stenopsychidae,Stenopsychodes,insects,tas_tsp_act,Rare,Stenopsychodes lineata,Rare
75775,Stichopus hermanni,Curry Sea Cucumber,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Stichopus,sea cucumbers,iucn_red_list,Vulnerable,NA,Vulnerable
88725,Stimulator consetti,freshwater limpet,Animalia,Mollusca,Gastropoda,Pulmonata,Planorbidae,Stimulator,"snails, slugs",iucn_red_list,Lower Risk/near threatened,NA,Lower Risk/near threatened
86819,Strumigenys xenos,ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Strumigenys,insects,iucn_red_list,Vulnerable,NA,Vulnerable
66813,Stygiocaris lancifera,Lance-beaked Cave Shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Stygiocaris,"crabs, lobsters, shrimps, woodlice",wa_wc_act,Vulnerable,Stygiocaris lancifera,Vulnerable
66813,Stygiocaris lancifera,Lance-beaked Cave Shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Stygiocaris,"crabs, lobsters, shrimps, woodlice",iucn_red_list,Vulnerable,NA,Vulnerable
87710,Stygiocaris stylifera,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Stygiocaris,"crabs, lobsters, shrimps, woodlice",iucn_red_list,Vulnerable,NA,Vulnerable
66814,Stygiochiropus isolatus,Camerons Cave Millipede,Animalia,Arthropoda,Diplopoda,Polydesmida,Paradoxosomatidae,Stygiochiropus,millipedes,wa_wc_act,Vulnerable,Stygiochiropus isolatus,Vulnerable
66815,Stygiochiropus peculiaris,A millipede,Animalia,Arthropoda,Diplopoda,Polydesmida,Paradoxosomatidae,Stygiochiropus,millipedes,wa_wc_act,Critically Endangered,Stygiochiropus peculiaris,Critically Endangered
66816,Stygiochiropus sympatricus,A millipede,Animalia,Arthropoda,Diplopoda,Polydesmida,Paradoxosomatidae,Stygiochiropus,millipedes,wa_wc_act,Vulnerable,Stygiochiropus sympatricus,Vulnerable
84157,Stygocyclopia australis,Bundera Sinkhole copepod,Animalia,Arthropoda,Malacostraca,Calanoida,Pseudocyclopiidae,Stygocyclopia,"crabs, lobsters, shrimps, woodlice",wa_wc_act,Critically Endangered,Stygiocylopia australis,Critically Endangered
78575,Stylocoeniella cocosensis,Thorn coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stylocoeniella,"anemones, corals",iucn_red_list,Vulnerable,NA,Vulnerable
75753,Stylophora pistillata,"Pink Stylophora, Cubfoot, Cat's Paw, Hood Coral",Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,"anemones, corals",iucn_red_list,Near Threatened,NA,Near Threatened
86820,Suavocallia splendens,land snail,Animalia,Mollusca,Gastropoda,Architaenioglossa,Pupinidae,Suavocallia,"snails, slugs",iucn_red_list,Vulnerable,NA,Vulnerable
85611,Synamphisopus ambiguus,phreatoicid isopod,Animalia,Arthropoda,Malacostraca,Isopoda,Amphisopodidae,Synamphisopus,"crabs, lobsters, shrimps, woodlice",vic_ffg_act_advisory_lists,Vulnerable,Synamphisopus ambiguus,Vulnerable
85612,Synamphisopus doegi,phreatoicid isopod,Animalia,Arthropoda,Malacostraca,Isopoda,Amphisopodidae,Synamphisopus,"crabs, lobsters, shrimps, woodlice",vic_ffg_act_advisory_lists,Vulnerable,Synamphisopus doegi,Vulnerable
81590,Synemon discalis,Small Orange-spotted Sun-moth,Animalia,Arthropoda,Insecta,Lepidoptera,Castniidae,Synemon,insects,vic_ffg_act_advisory_lists,Endangered,Synemon discalis,Endangered
93872,Synemon ignita,Fiery Sun-moth,Animalia,Arthropoda,Insecta,Lepidoptera,Castniidae,Synemon,insects,iucn_red_list,Near Threatened,NA,Near Threatened
85614,Synemon jcaria,Reddish-orange Sun Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Castniidae,Synemon,insects,vic_ffg_act_advisory_lists,Endangered,Synemon jcaria,Endangered
26668,Synemon nais,Orange Sun Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Castniidae,Synemon,insects,vic_ffg_act_advisory_lists,Endangered,Synemon nais,Endangered
